country,year,area_square_kilometres,total_population,population_density_pers_per_sq_km,population_aged_0_14_male,population_aged_0_14_female,population_aged_15_64_male,population_aged_15_64_female,population_aged_64_male,population_aged_64_female,total_population_male,total_population_female,life_expectancy_at_birth_women,life_expectancy_at_birth_men,life_expectancy_at_age_65_women,life_expectancy_at_age_65_men,total_fertility_rate,adolescent_fertility_rate,mean_age_of_women_at_birth_of_first_child,computer_use_16_24_male,computer_use_16_24_female,computer_use_25_54_male,computer_use_25_54_female,computer_use_55_74_male,computer_use_55_74_female,women_in_the_labour_force_percent_of_corresponding_total_for_both_sexes,female_part_time_employment_percent_of_both_sexes,gender_pay_gap_in_monthly_earnings,gender_pay_gap_in_hourly_earning_wage_rate,female_tertiary_students_percent_of_total,women_researchers_percent_of_corresponding_total_for_both_sexes,female_legislators_senior_officials_and_managers_percent_of_total,female_professionals_percent_of_total_for_both_sexes,female_clerks_percent_of_total_for_both_sexes,female_craft_and_related_workers_percent_of_total_for_both_sexes,female_plant_and_machine_operators_and_assemblers_percent_of_total_for_both_sexes,female_government_ministers_percent_of_total,female_members_of_parliament_percent_of_total,female_ambassadors_percent_of_total,female_judges_percent_of_total,women_percent_of_all_victims_of_homicides,total_employment_growth_rate,unemployment_rate,youth_unemployment_rate,economic_acivity_rate_women_15_64,economic_activity_rate_men_15_64,gdp_at_current_prices_and_ppps_millions_of_us,gdp_at_current_prices_millions_of_ncus,gdp_per_capita_at_current_prices_and_ppps_us,gdp_per_capita_at_current_prices_ncus,final_consumption_expenditure_per_capita_us_dollars_current_ppps,purchasing_power_parity_ppp_ncu_per_us,exchange_rate_xr_ncu_per_us,consumer_price_index_growth_rate,export_of_goods_and_services_per_cent_of_gdp,import_of_goods_and_services_per_cent_of_gdp,external_balance_on_goods_and_services_per_cent_of_gdp,gdp_in_agriculture_isic4_a_output_approach_index_2005_100,gdp_in_industry_incl_construction_isic4_b_f_output_approach_index_2005_100,gdp_in_services_isic4_g_u_output_approach_index_2005_100,gdp_in_agriculture_etc_isic4_a_output_approach_per_cent_share_of_gva,gdp_in_industry_etc_isic4_b_e_output_approach_per_cent_share_of_gva,gdp_in_construction_isic4_f_output_approach_per_cent_share_of_gva,gdp_in_trade_hospitality_transport_and_communication_isic4_g_j_output_approach_per_cent_share_of_gva,gdp_in_finance_and_business_services_isic4_k_n_output_approach_per_cent_share_of_gva,gdp_in_public_administration_education_and_health_isic4_o_q_output_approach_per_cent_share_of_gva,gdp_in_other_service_activities_isic4_r_u_output_approach_per_cent_share_of_gva,employment_in_agriculture_hunting_forestry_and_fishing_isic_rev_4_a_share_of_total_employment,employment_in_industry_and_energy_isic_rev_4_b_e_share_of_total_employment,employment_in_construction_isic_rev_4_f_share_of_total_employment,employment_in_trade_hotels_restaurants_transport_and_communications_isic_rev_4_g_j_share_of_total_employment,employment_in_finance_real_estate_and_business_services_isic_rev_4_k_n_share_of_total_employment,employment_in_public_administration_education_and_health_isic_rev_4_o_q_share_of_total_employment,employment_in_other_service_activities_isic_rev_4_r_u_share_of_total_employment,persons_killed_in_road_accidents,persons_injured_in_road_accidents,total_length_of_motorways_km,total_length_of_railway_lines_km
Bulgaria,2014,110993,7223937.5,65.08462,512606.5,484563.5,2422384,2375385.5,578489.5,850508.5,48.63663,51.36337,78,71.1,17.6,14.1,1.53,41.29919,26.7,85,85,69,69,24,23,46.56407,54.23515,20.13129,14.2,,49.47457,36.68449,67.70749,71.59612,26.37477,24.89316,,24.58333,,,,0.36796,11.4,23.8,65.06733,72.78367,124339.33605,83634.3,17212.12192,11577.38021,13684.91939,0.67263,1.47416,-1.41872,65.01244,65.95548,-0.94303,81.07535,124.52529,131.21754,5.25906,22.70197,4.43672,26.88404,22.87178,15.25864,2.5878,19.40731,19.84992,5.18029,27.35246,9.39004,15.96427,2.856,,,,
Bulgaria,2015,110993,,,,,,,,,,,,,,,,,,85,85,69,71,24,24,46.60473,54.97238,,,,,36.48872,67.37313,71.597,25.65723,24.68074,,20.41667,,66.96629,,0.35059,9.2,21.6,,,128899.0834,88571.3,17908.89371,12305.8594,14087.58375,0.68714,1.76346,-0.1062,64.10722,63.95943,0.14779,75.55125,129.61833,135.67511,4.78665,23.53177,4.34038,27.35273,23.12966,14.41899,2.43983,18.83315,20.16882,5.29219,27.57754,9.39815,15.80954,2.92118,,,,
Bulgaria,2016,110993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.41667,,,,,7.7,,,,,,,,,,1.76811,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2000,9970610,30685730,3.07762,3013271,2871695,10533418,10423668,1647259,2196419,49.5147,50.4853,81.7,76.3,20.2,16.5,1.49,17.02748,27,,,,,,,45.9301,69.17288,30.60255,19.42329,57.12839,57.42778,35.45568,51.49056,78.21048,8.02534,20.96108,28.57143,19.93355,,,27.38971,2.48646,6.8,12.7,69.16855,79.90853,898091.19571,1102380,29267.38897,35924.84194,21542.55903,1.22747,1.48514,2.72,44.23747,38.62026,5.61721,,,,,,,,,,,,,,,,,,2903,222869,,72201
Canada,2001,9970610,31020596,3.1112,2997126,2858278,10686822,10566080,1682442,2229848,49.53609,50.46391,81.9,76.6,20.4,16.8,1.51,16.0054,27.1,,,,,,,46.07589,68.91857,30.24109,19.1254,57.25006,61.43449,34.93578,51.96505,78.31274,7.98652,20.26136,24.13793,20.59801,,,29.2196,1.16666,7.2,12.9,69.52247,79.80202,935147.5362,1140505,30146.01704,36766.05224,22489.59665,1.2196,1.54835,2.5247,42.0362,36.37012,5.66609,,,,,,,,,,,,,,,,,,2756,216489,,69410
Canada,2002,9970610,31358418,3.14509,2985367,2844963,10835721,10712286,1715384,2264697,49.54482,50.45518,82,77,20.5,17,1.5,14.90594,27.2,,,,,,,46.27582,68.76765,29.45256,18.26625,57.31167,54.20742,34.02414,51.86597,77.22833,9.28633,20.68945,26.92308,20.59801,,,35.56701,2.40418,7.7,13.6,70.80748,80.54656,967558.83068,1189452,30854.83359,37930.86514,23385.76889,1.22933,1.56991,2.25806,40.0344,35.69829,4.33611,,,,,,,,,,,,,,,,,,2921,222707,,72744
Canada,2003,9970610,31641630,3.17349,2967929,2827033,10959105,10835898,1750600,2301065,49.54749,50.45251,82.2,77.2,20.6,17.2,1.53,14.35014,27.4,,,,,,,46.53097,68.83843,28.83432,17.71255,57.45376,58.06712,35.69176,52.49603,77.52473,9.43931,20.63426,26.92308,20.59801,,,28.49365,2.41641,7.6,13.6,71.93128,80.9108,1019530.92192,1250315,32221.18841,39514.87329,24352.02487,1.22636,1.4018,2.75855,36.82784,33.0156,3.81224,,,,,,,,,,,,,,,,,,2779,216210,,72903
Canada,2004,9970610,31938004,3.20321,2947309,2806831,11089579,10966706,1788246,2339333,49.54954,50.45046,82.3,77.5,20.8,17.4,1.53,14.12402,27.5,,,,,,,46.65512,68.75021,27.92882,16.76587,57.29181,59.90671,36.42984,52.52077,77.34595,9.64085,20.21567,24.32432,21.1039,,,31.89103,1.62316,7.2,13.4,72.0736,80.69107,1079902.06736,1331178,33812.45123,41680.06763,25064.96051,1.23268,1.30201,1.8561,37.28795,32.8926,4.39536,,,,,,,,,,,,,,,,,,2731,206229,,71655
Canada,2005,9970610,32242364,3.23374,2920073,2779329,11231223,11106238,1827238,2378263,49.55758,50.44242,82.5,77.7,20.9,17.6,1.54,13.14315,27.5,,,,,,,46.64558,68.49269,27.37704,16.24879,57.33048,56.34414,35.74183,52.77624,77.51295,8.85131,19.06767,23.52941,21.1039,,,27.10843,1.31008,6.8,12.4,71.64982,80.27176,1167581.26765,1417028,36212.64906,43949.26426,26573.14481,1.21364,1.21214,2.21456,36.79511,32.91473,3.88037,,,,,,,,,,,,,,,,,,2898,204764,,72280
Canada,2006,9970610,32570505,3.26665,2899644,2754735,11365093,11241075,1879709,2430249,49.56769,50.43231,82.8,78,21.1,17.9,1.59,13.41947,27.5,,,,,,,46.90153,68.13238,27.1885,16.28558,57.17814,55.08593,36.11075,51.94523,76.64285,8.29858,18.65069,22.22222,20.77922,,,26.73267,1.69008,6.3,11.7,71.99222,79.86824,1236272.60835,1492207,37956.80842,45814.66486,27962.73252,1.20702,1.13451,2.00236,35.32935,32.65184,2.67751,,,,,,,,,,,,,,,,,,2884,199994,,
Canada,2007,9970610,32887928,3.29849,2887072,2739503,11480209,11368506,1931039,2481599,49.55715,50.44285,82.7,78,21,17.8,1.66,13.911,27.5,,,,,,,47.09607,68.02295,26.90088,16.18575,57.01321,59.84287,36.77732,52.1208,76.74921,8.32604,18.77793,,20.77922,,,27.60943,2.27677,6,11.2,72.80376,80.16492,1296360.95359,1573532,39417.52958,47845.27333,29160.03693,1.21381,1.07426,2.13739,34.15317,32.03888,2.11429,,,,,,,,,,,,,,,,,,2761,192762,,
Canada,2008,9970610,33245773,3.33438,2884492,2736070,11598039,11494567,1991014,2541591,49.5508,50.4492,82.9,78.3,21.1,18,1.68,14.13193,27.6,,,,,,,47.05172,67.74521,26.96627,16.24892,57.0196,56.54573,35.92221,52.50067,76.27919,8.78138,18.07023,,21.31148,,,23.89525,1.43655,6.1,11.6,72.81005,80.40928,1339060.58863,1652923,40277.62295,49718.29499,29871.98817,1.23439,1.06559,2.37133,34.32314,32.6011,1.72204,,,,,,,,,,,,,,,,,,2425,177574,,70784
Canada,2009,9970610,33628571,3.37277,2886553,2737003,11721427,11622478,2055242,2605868,49.55079,50.44921,83,78.5,21.2,18.1,1.67,14.06104,27.6,,,,,,,47.2828,67.56589,25.67847,15.35879,56.6065,56.00372,36.98481,53.28724,76.30712,8.1156,17.60102,,22.07792,,,26.55738,-1.66136,8.3,15.4,72.85968,79.53554,1302981.02846,1567365,38746.25143,46608.13707,30809.49516,1.20291,1.14152,0.29859,28.43575,29.9125,-1.47675,,,,,,,,,,,,,,,,,,2209,,,
Canada,2010,9970610,34005274,3.41055,2886385,2738087,11838786,11745873,2122790,2673353,49.54514,50.45486,83.2,78.8,21.4,18.3,1.63,13.23861,27.8,,,,,,,47.40034,67.60725,25.53085,14.8866,56.38015,56.88693,36.69672,52.40998,76.83257,8.34356,16.70994,,22.07792,,,27.61733,1.41503,8.1,14.9,72.88092,79.21927,1362572.51934,1662130,40069.45157,48878.60029,31439.30658,1.21985,1.03006,1.77941,29.07197,30.98879,-1.91682,,,,,,,,,,,,,,,,,,2209,172883,,
Canada,2011,9970610,34342780,3.4444,2887869,2739792,11926701,11838108,2201389,2748921,49.54741,50.45259,83.4,79.1,21.5,18.6,1.61,12.29988,28,,,,,,,47.35064,66.63755,24.38721,13.94876,56.21893,63.56213,37.00192,51.92941,74.93678,8.72368,16.95158,,24.67532,,,29.23588,1.51318,7.5,14.3,72.74811,79.27926,1427466.15867,1769921,41565.24774,51536.91693,32025.87941,1.2399,0.98902,2.90995,30.56464,31.76402,-1.19938,,,,,,,,,,,,,,,,,,2006,166725,,
Canada,2012,9970610,34751476,3.48539,2894697,2748170,12020300,11922924,2310201,2855184,49.56681,50.43319,83.6,79.4,21.7,18.7,1.61,11.92427,28.1,,,,,,,47.44358,67.24967,24.68563,14.16732,56.09133,61.09283,36.24968,52.70402,75.7573,8.52143,16.17687,24.32432,24.67532,,,28.57143,1.26009,7.3,14.4,72.89571,79.11949,1464565.11975,1822808,42140.5322,52448.40136,32489.98117,1.24461,0.99953,1.51505,30.2136,32.18353,-1.96993,,,,,,,,,,,,,,,,,,,,,
Canada,2013,9970610,35155499,3.52591,2909467,2762296,12102551,12000577,2418721,2961887,49.58183,50.41817,,,,,,,,,,,,,,47.49131,66.71503,24.42963,14.13673,,59.90873,35.76985,53.00926,75.34733,8.23503,16.06833,,24.67532,,,29.49219,1.45143,7.1,13.7,73.23481,79.2114,1556730.11423,1892193,44277.74136,53819.24041,34094.82939,1.21549,1.03019,0.93966,30.28671,31.85838,-1.57167,,,,,,,,,,,,,,,,,,,,,
Canada,2014,9970610,35543658,3.56484,2928647,2781315,12176729,12072375,2520978,3063614,49.59071,50.40929,,,,,,,,,,,,,,47.33562,66.62588,,14.04708,,60.26481,,,,,,,25.08143,,53.33333,28.29457,0.628,6.9,13.5,72.76033,79.07296,1600354.13045,1973043,45025.0236,55510.40608,34527.78109,1.23288,1.10453,1.90686,31.65638,32.59985,-0.94347,,,,,,,,,,,,,,,,,,,,,
Canada,2015,9970610,35851774,3.59575,2947973,2801423,12209258,12112194,2619488,3161438,49.58393,50.41607,,,,,,,,,,,,,,47.18124,66.35669,,14.07462,,58.79773,,,,,,,25.32895,,,,0.81114,6.9,13.2,72.75478,79.66004,1588596.44696,1983288,44310.12603,55319.10977,34848.19354,1.24845,1.27801,1.12519,31.53506,33.84496,-2.3099,,,,,,,,,,,,,,,,,,,,,
Canada,2016,9970610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0355,,,,,,,,,,,,,,,1.32558,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2000,56542,4396570.5,77.7576,,,,,,,48.07355,51.92645,76.68,69.12,15.46,11.41,1.39,,25.6,,,,,,,46.04013,,,,52.45085,,24.66411,55.38568,70.40451,11.55254,25.03477,10.52632,21.8543,8,60.79418,31.85841,,16.1,38.4,,,48926.86594,180240.9,11053.84626,40721.0877,9163.20275,3.68388,8.29056,4.61822,36.50503,39.5519,-3.04687,92.76896,78.30487,81.24288,6.40508,24.35279,4.9745,24.756,18.53343,18.4562,2.522,,,,,,,,655,20501,411,2726
Croatia,2001,56542,4300450,76.05762,368412.5,351262,1430009,1449727,268140.5,432899,48.05455,51.94545,78.1,70.9,17,13.6,1.27,16.55085,25.8,,,,,,,45.61404,,,,52.45208,,24.66747,51.83374,67.28691,14.49126,25.38569,10.52632,21.8543,,61.73121,32.55814,0.50156,15.8,41.5,54.2171,65.24434,52361.81132,194270.8,12175.8912,45174.52825,9912.076,3.71016,8.35727,3.77902,38.66242,42.18236,-3.51993,95.03008,79.96825,84.37292,6.41986,23.35003,5.52491,26.52381,18.93422,16.70198,2.54518,,,,,,,,647,22093,429,2726
Croatia,2002,56542,4305439,76.14586,364091.5,346891,1429006,1448327.5,275608.5,441514.5,48.04867,51.95133,78.3,71,17,13.5,1.34,15.93732,25.9,,,,,,,45.57846,55.45529,,,53.19416,41.67565,27.1097,55.35117,72.59825,11.42563,24.00756,20,20.5298,,62.01209,34.09091,0.81399,15.1,36.3,54.80114,66.34682,56566.10258,211579.5,13138.28612,49142.36408,10776.35102,3.74039,7.87069,1.6703,37.67147,45.54751,-7.87605,99.27023,83.94927,88.40006,6.3137,22.4228,5.87474,27.43148,19.19386,15.80905,2.95437,,,,,,,,627,23923,455,2726
Croatia,2003,56542,4305554.5,76.1479,358742,341730.5,1428481.5,1446624,281389.5,448587,48.04522,51.95478,78.1,71,16.8,13.3,1.33,14.88937,26.1,,,,,,,45.09178,58.46273,10.51466,,53.69453,42.24529,24.57338,54.70383,69.03766,8.69336,26.33588,28.57143,20.5298,,62.8328,34.21053,3.88054,14.2,35.8,53.90482,66.7072,60582.09538,232382.7,14070.66569,53972.70042,11179.64311,3.83583,6.70476,1.76892,38.89012,46.32901,-7.43889,92.53962,90.60363,93.12765,5.17525,21.80661,7.05848,28.21709,20.05594,14.98954,2.69709,,,,,,,,701,26153,554,2726
Croatia,2004,56542,4308293,76.19633,353862,336832,1430310.5,1446005.5,286388.5,454894.5,48.05989,51.94011,78.8,71.8,17.5,13.8,1.35,14.49987,26.3,,,,,,,45.31224,56.65455,10.73155,,53.8453,41.12946,22.65943,56.1512,69.26136,9.02111,26.25963,28.57143,17.76316,,62.87362,43.82022,1.4812,13.9,32.8,55.32482,67.95727,65001.40025,250873.2,15087.51738,58230.34197,11841.00314,3.8595,6.03551,2.05448,39.45435,45.47054,-6.01619,101.56359,96.2253,95.86005,5.53694,22.32194,7.55052,27.30063,20.04458,14.5617,2.68368,,,,,,,,608,24271,742,2726
Croatia,2005,56542,4311674,76.25613,350361.5,333151.5,1431653,1445063,291092.5,460352.5,48.08126,51.91874,78.8,71.7,17.3,13.8,1.42,14.75045,26.5,,,,,,,45.52678,59.86094,10.56685,,54.13111,44.55484,24.07407,54.74403,72.32038,7.46975,28.11005,30.76923,21.71053,14.81481,63.49372,38.15789,0.71307,13,32.3,54.6343,66.21716,69008.45316,270191.1,16005.04054,62665.06945,12515.64907,3.91533,5.95435,3.31809,39.29563,45.43225,-6.13662,100,100,100,5.00339,21.2622,7.78034,27.53351,21.15649,14.49652,2.76755,,,,,,,,597,21773,792,2726
Croatia,2006,56542,4313008.5,76.27973,346813.5,329654.5,1433570.5,1444061,294673,464236,48.11159,51.88841,79.3,72.4,17.8,14.2,1.38,14.43606,26.7,,,,,,,46.07843,56.38796,11.00014,,54.06083,44.06406,25.62874,57.53968,73.83918,7.80488,25.95644,30.76923,21.71053,11.53846,64.86068,42.66667,3.86023,11.6,28.9,54.80378,65.07528,75520.93908,294437,17510.03106,68267.17304,13470.72356,3.89875,5.83874,3.1892,39.66326,46.40242,-6.73917,108.37919,104.33677,104.60481,5.13938,20.68436,8.04139,27.39264,21.96209,13.92062,2.85952,,,,,,,,614,23136,877,2722
Croatia,2007,56542,4312748.5,76.27513,343649.5,326685,1435107,1441911.5,297828,467567.5,48.14991,51.85009,79.2,72.2,17.8,14.1,1.4,14.23299,26.8,85,90,54,53,15,8,44.7724,58.45376,10.82516,,54.60079,44.59447,20.67757,55.06692,70.14057,7.68293,23.43836,30.76923,21.71053,7.69231,65.63969,37.31343,9.65128,9.9,25.2,58.31148,72.69144,83936.317,322309.6,19449.15216,74683.38709,15085.6298,3.83993,5.36184,2.89964,39.00051,46.26797,-7.26745,104.47315,109.21342,110.65685,4.83193,19.96996,8.12691,26.58162,23.76741,13.9144,2.80776,13.60802,20.40591,8.52011,28.80063,7.51932,17.25308,3.89292,619,25092,959,2722
Croatia,2008,56542,4310881.5,76.24211,341432.5,324690,1435417.5,1439511.5,300027.5,469802.5,48.17756,51.82244,79.7,72.3,18,14.4,1.47,14.53279,27.1,85,85,59,48,17,7,45.0948,57.90583,11.09985,,55.02017,45.52245,25.46652,55.73286,68.37321,7.79854,24.57581,20,20.91503,13.20755,66.1179,32.43243,3.81886,8.6,23.7,58.97139,72.52942,90749.62578,347685,21042.12286,80617.74826,16119.50013,3.83126,4.9346,6.07565,38.47724,46.51739,-8.04015,110.14647,111.49407,113.17117,4.95552,19.42697,8.47391,26.70111,23.69126,13.92177,2.82947,12.74795,21.57427,9.16001,29.07765,7.21689,16.44599,3.77725,664,22395,1043,2722
Croatia,2009,56542,4306321.5,76.16146,339610.5,322748.5,1436065,1438637,300033.5,469227,48.20144,51.79856,79.7,72.8,18,14.5,1.5,13.47737,27.4,82,92,60,55,15,14,46.03101,58.24635,10.60625,,59.62098,46.41559,25.17162,58.04721,68.36886,6.02582,24.43488,6.25,20.91503,15.78947,66.33086,50,-0.73815,9.2,25.2,60.28623,70.96475,85893.61602,330965.8,19941.49812,76838.70099,15689.24218,3.85321,5.2848,2.37898,34.5233,38.23848,-3.71519,107.17389,100.00131,107.57901,5.04939,19.67423,8.00115,25.08805,24.21589,15.07774,2.89354,13.25022,20.02162,8.87328,28.93112,7.29716,17.69789,3.92985,548,21923,1097,2722
Croatia,2010,56542,4296352,75.98514,337432.5,320372.5,1436090,1438342,298179,465936,48.22001,51.77999,79.9,73.4,18.2,14.7,1.46,12.41184,27.7,94,94,75,64,22,12,45.91613,59.53361,10.20636,5.7,57.32463,46.93063,25.81047,56.16642,68.69748,4.73958,26.26781,6.25,23.52941,14.81481,67.46158,51.51515,-3.76459,11.7,32.4,59.61725,70.55964,83858.29454,328040.5,19520.2235,76360.05372,15435.16298,3.91184,5.50272,1.02967,37.73744,38.1602,-0.42275,100.06155,93.81399,106.83296,4.86924,20.30569,6.75571,25.151,24.54754,15.45823,2.91259,14.16491,19.82746,7.49557,28.52917,8.09247,17.89564,3.99419,426,18339,1244,2722
Croatia,2011,56542,4282920.5,75.74759,333435.5,316604,1433868,1436007.5,298227,464778.5,48.22715,51.77285,80.4,73.8,18.6,15.1,1.41,11.84415,27.9,96,91,80,69,19,15,45.02231,56.86411,10.01229,3.4,56.67402,47.29352,23.91975,60.15144,67.70642,8.16327,24.58816,20,23.52941,18.51852,67.67152,40.74074,-3.90892,13.7,36.7,57.61112,70.66201,88057.85943,332587,20564.70459,77671.12954,16417.67539,3.77691,5.35027,2.27335,40.40552,40.86771,-0.46219,96.23977,91.00025,108.32344,4.66827,20.86972,6.15259,24.82397,25.10905,15.45921,2.91718,14.5049,20.61628,7.21909,28.112,8.52387,17.12852,3.87209,418,18070,1254,2722
Croatia,2012,56542,4269062,75.50249,328848.5,312004.5,1429014.5,1429946.5,301533,467715,48.24001,51.75999,80.6,73.9,18.7,15,1.51,11.41007,28,99,97,82,74,29,19,45.34622,55.1167,9.82631,2.9,56.45627,47.71093,26.094,58.22163,66.70846,9.71143,24.19146,19.04762,23.84106,14.54545,68.78882,36.36364,-3.53978,16,42.1,57.89028,69.75437,89687.08914,330456,21011.67854,77418.44796,16863.43365,3.68454,5.85344,3.41245,41.57437,41.10121,0.47316,82.13524,84.94286,107.17034,4.47299,21.5464,5.52677,24.87207,25.13228,15.42585,3.02364,12.16184,20.83291,6.92252,29.18676,8.56449,18.04829,4.28319,393,16012,1254,2722
Croatia,2013,56542,4254474.5,75.2445,324726,307362.5,1422548.5,1421925,305841,472071.5,48.25779,51.74221,81,74.5,19.1,15.3,1.46,10.56054,28,97,98,86,76,37,27,45.8598,53.98587,10.20555,9,56.78757,47.75251,24.44772,62.41857,68.25193,8.12614,25.55184,19.04762,23.84106,20.75472,69.08996,47.82609,-2.7383,17.3,50,58.49113,68.84827,91249.92237,329571.3,21432.99918,77410.4922,17238.86712,3.61174,5.70795,2.21723,43.02972,42.5666,0.46312,81.64873,82.51092,106.67481,4.39333,21.22946,5.38254,25.51573,25.06829,15.31834,3.09231,10.72081,20.44618,7.07045,28.88193,8.91324,19.62688,4.52446,368,15284,1295,2722
Croatia,2014,56542,4236062.5,74.91887,321016.5,303327.5,1412078.5,1410724.5,311392.5,477523,48.26387,51.73613,81,74.7,19.1,15.5,1.46,10.22487,28,96,95,81,80,41,29,46.34688,57.31959,11.31626,10.4,,48.90919,23.14165,61.57088,68.56209,8.75837,24.83176,21.05263,23.84106,23.21429,69.31161,45,2.73973,17.3,45.5,61.31601,71.02296,91608.32717,328109.4,21642.48894,77515.92327,17193.38638,3.58165,5.75498,-0.21506,46.42665,44.42241,2.00424,78.05189,83.0596,106.59904,4.1426,21.37768,5.24694,25.67705,25.16969,15.21833,3.16771,9.45587,20.25333,6.61968,30.03492,8.54794,21.23873,3.85016,,,,
Croatia,2015,56542,,,,,,,,,,,,,,,,,,99,97,85,80,41,31,46.43666,56.21572,,,,,26.23413,63.91598,65.97035,7.61502,24.5614,15.78947,25.82781,24.13793,69.77115,42.10526,1.51048,16.3,43,,,92326.41365,333836.9,21914.64839,79239.71042,17193.1479,3.61583,6.86491,-0.46504,49.97488,47.22402,2.75086,77.66356,84.50462,107.90934,4.10335,21.37709,5.17848,26.10615,24.99296,15.10411,3.13786,9.10814,19.87816,6.85581,29.99456,9.12002,20.86828,4.17503,,,,
Croatia,2016,56542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23179,,,,,12.8,,,,,,,,,,6.81185,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,2000,9251,694023,75.0214,80377.5,76106,226171,233289.5,34655,43424,49.16314,50.83686,80.1,75.4,18.3,15.9,1.64,9.73582,26.1,,,,,,,42.60757,68.82591,,26,58.01073,26.26263,14.44592,45.2546,74.76727,5.61892,16.21873,,7.14286,,,9.09091,1.65353,4.8,10.2,55.68189,75.78337,14466.07817,10594.9,20844.49304,15266.42651,16000.93082,0.7324,1.08516,4.14672,69.96385,67.53249,2.43136,102.25326,75.21602,85.45074,4.00261,11.16981,8.24036,33.76011,20.88008,18.2904,3.65663,5.99187,12.49523,8.71775,36.35468,10.64303,19.22735,6.57009,111,3586,240,
Cyprus,2001,9251,701544,75.8344,78861,74792.5,229769.5,237638,35834.5,44648.5,49.10098,50.89902,81.4,76.6,19.2,16.8,1.57,6.83544,26.3,,,,,,,43.85856,66.15385,,26,54.82875,29.31818,18.04495,46.31503,73.90042,5.24152,16.3122,,10.71429,,,42.85714,2.16355,3.9,8.2,58.70273,75.90215,15786.46888,11416.9,22503.87581,16274.98218,17196.28913,0.72321,1.11728,1.97215,68.20853,63.63987,4.56867,109.31099,79.19743,88.08103,4.2619,10.90517,8.29563,32.96593,21.78424,18.0048,3.78234,5.6815,11.7455,8.89697,36.57058,10.5638,19.42034,7.12442,98,3528,257,
Cyprus,2002,9251,709629.5,76.70841,77393,73361,233612,242082.5,37152.5,46028.5,49.06187,50.93813,81,76.4,19,16.3,1.49,6.3449,26.7,,,,,,,44.34223,69.02655,25.94901,22.5,49.4965,29.38856,17.94872,50.83933,74.76636,5.22876,18.35749,,10.71429,,,0,2.09286,3.5,7.7,59.11208,74.69651,16424.66552,11877,23146.04574,16737.36278,17819.55149,0.72312,1.06163,2.80225,62.40549,61.236,1.16949,114.04097,84.12428,90.50664,4.20318,11.00544,8.8903,31.49255,21.73247,18.78211,3.89394,6.12854,11.32196,9.13189,35.90009,10.41426,19.67408,7.42918,94,3526,268,
Cyprus,2003,9251,718306.5,77.64636,76378,72256,237955.5,246610,38016,47091,49.05281,50.94719,81.2,76.8,19,16.5,1.51,5.64114,26.89,,,,,,,44.69519,65.41096,,,47.91597,30.94582,17.64706,49.42263,76.06635,5.30786,15.625,,10.71429,,,17.64706,3.59427,4.1,8.9,60.94643,76.02262,17238.04612,12845.3,23998.0595,17882.66904,18746.63326,0.74517,0.8858,4.13657,57.76198,56.24236,1.51962,104.80447,91.13596,92.04615,3.7792,10.8313,9.47125,29.67552,21.47219,20.81235,3.9582,5.52191,11.28198,9.67363,35.8571,10.44399,19.42958,7.78889,97,3411,268,
Cyprus,2004,9251,727980,78.69203,75353.5,71379,242599.5,251418.5,38988.5,48241,49.03177,50.96823,81.8,76.5,19.3,16.5,1.52,7.93765,27.1,74,80,46,42,15,6,44.27069,66.43836,,,52.00717,32.05546,17.07317,48.61111,75.40603,4.51866,13.51351,,10.71429,,,25,3.97236,4.6,8.7,60.97403,77.86496,18802.43949,13856.3,25828.23635,19033.90203,20120.64776,0.73694,0.80512,2.28804,56.89037,57.0145,-0.12413,107.50466,96.87631,95.86606,3.50448,10.69803,9.83913,29.36563,21.91779,20.68892,3.98602,5.49758,11.13656,9.86397,35.90396,10.37584,19.02096,8.20395,117,3176,268,
Cyprus,2005,9251,738540,79.83353,74425.5,70594,247459,256567,40067,49427.5,49.00906,50.99094,80.8,76.5,19,16.7,1.48,6.39727,27.4,69,82,44,44,13,5,43.83673,68.06452,,,50.86219,32.58427,15.05376,50.77263,75.7764,4.24354,12.12121,,16.07143,,,18.18182,3.63395,5.3,13.9,61.93314,80.25572,20364.96326,14822.3,27574.62461,20069.73217,21510.26474,0.72783,0.80461,2.55807,55.69244,56.22474,-0.53231,100,100,100,3.13444,10.12688,10.35159,28.74352,22.91404,20.68619,4.04334,5.00737,11.31638,10.09114,35.74196,10.40768,18.98707,8.4484,102,2296,276,
