country,year,area_square_kilometres,total_population,population_density_pers_per_sq_km,population_aged_0_14_male,population_aged_0_14_female,population_aged_15_64_male,population_aged_15_64_female,population_aged_64_male,population_aged_64_female,total_population_male,total_population_female,life_expectancy_at_birth_women,life_expectancy_at_birth_men,life_expectancy_at_age_65_women,life_expectancy_at_age_65_men,total_fertility_rate,adolescent_fertility_rate,mean_age_of_women_at_birth_of_first_child,computer_use_16_24_male,computer_use_16_24_female,computer_use_25_54_male,computer_use_25_54_female,computer_use_55_74_male,computer_use_55_74_female,women_in_the_labour_force_percent_of_corresponding_total_for_both_sexes,female_part_time_employment_percent_of_both_sexes,gender_pay_gap_in_monthly_earnings,gender_pay_gap_in_hourly_earning_wage_rate,female_tertiary_students_percent_of_total,women_researchers_percent_of_corresponding_total_for_both_sexes,female_legislators_senior_officials_and_managers_percent_of_total,female_professionals_percent_of_total_for_both_sexes,female_clerks_percent_of_total_for_both_sexes,female_craft_and_related_workers_percent_of_total_for_both_sexes,female_plant_and_machine_operators_and_assemblers_percent_of_total_for_both_sexes,female_government_ministers_percent_of_total,female_members_of_parliament_percent_of_total,female_ambassadors_percent_of_total,female_judges_percent_of_total,women_percent_of_all_victims_of_homicides,total_employment_growth_rate,unemployment_rate,youth_unemployment_rate,economic_acivity_rate_women_15_64,economic_activity_rate_men_15_64,gdp_at_current_prices_and_ppps_millions_of_us,gdp_at_current_prices_millions_of_ncus,gdp_per_capita_at_current_prices_and_ppps_us,gdp_per_capita_at_current_prices_ncus,final_consumption_expenditure_per_capita_us_dollars_current_ppps,purchasing_power_parity_ppp_ncu_per_us,exchange_rate_xr_ncu_per_us,consumer_price_index_growth_rate,export_of_goods_and_services_per_cent_of_gdp,import_of_goods_and_services_per_cent_of_gdp,external_balance_on_goods_and_services_per_cent_of_gdp,gdp_in_agriculture_isic4_a_output_approach_index_2005_100,gdp_in_industry_incl_construction_isic4_b_f_output_approach_index_2005_100,gdp_in_services_isic4_g_u_output_approach_index_2005_100,gdp_in_agriculture_etc_isic4_a_output_approach_per_cent_share_of_gva,gdp_in_industry_etc_isic4_b_e_output_approach_per_cent_share_of_gva,gdp_in_construction_isic4_f_output_approach_per_cent_share_of_gva,gdp_in_trade_hospitality_transport_and_communication_isic4_g_j_output_approach_per_cent_share_of_gva,gdp_in_finance_and_business_services_isic4_k_n_output_approach_per_cent_share_of_gva,gdp_in_public_administration_education_and_health_isic4_o_q_output_approach_per_cent_share_of_gva,gdp_in_other_service_activities_isic4_r_u_output_approach_per_cent_share_of_gva,employment_in_agriculture_hunting_forestry_and_fishing_isic_rev_4_a_share_of_total_employment,employment_in_industry_and_energy_isic_rev_4_b_e_share_of_total_employment,employment_in_construction_isic_rev_4_f_share_of_total_employment,employment_in_trade_hotels_restaurants_transport_and_communications_isic_rev_4_g_j_share_of_total_employment,employment_in_finance_real_estate_and_business_services_isic_rev_4_k_n_share_of_total_employment,employment_in_public_administration_education_and_health_isic_rev_4_o_q_share_of_total_employment,employment_in_other_service_activities_isic_rev_4_r_u_share_of_total_employment,persons_killed_in_road_accidents,persons_injured_in_road_accidents,total_length_of_motorways_km,total_length_of_railway_lines_km
Cyprus,2006,9251,750964.5,81.17658,73644.5,69852.5,252954.5,262339.5,41449,50724.5,49.01004,50.98996,82,78.1,19.4,17.3,1.52,6.16182,27.7,73,88,50,45,16,7,44.32274,68.9781,25.09901,21.8,50.10573,32.19773,16.37931,53.29218,76.07004,4.44874,9.26829,,14.28571,13.63636,,26.31579,1.85286,4.6,10,62.43818,79.61906,22538.27428,15999.9,30012.61623,21305.92841,23478.82884,0.7099,0.7971,2.49614,53.43596,56.37098,-2.93502,88.19367,103.41144,105.38129,2.61336,9.37063,11.09995,28.31782,23.9572,20.44833,4.19271,4.22505,11.23912,10.42465,35.8714,10.64434,18.94173,8.6564,86,2589,257,
Cyprus,2007,9251,767124.5,82.92341,72987,69084,260034,269977,42965,52077.5,49.01238,50.98762,82.1,77.6,19.5,17.2,1.44,4.95481,28,74,78,53,53,18,7,44.8907,66.54545,,22,49.03068,32.63708,15.67164,51.47826,75.53571,3.91061,10.19417,18.18182,14.28571,,37.61468,31.81818,4.42867,3.9,10.2,64.52402,80.33565,24627.74831,17511.6,32104.16663,22827.71926,25767.15217,0.71105,0.73063,2.37296,53.25898,58.01583,-4.75685,82.42086,109.51721,110.50629,2.34452,9.10222,11.97862,28.05486,24.70677,19.65586,4.15716,4.47945,11.01647,10.81636,35.16599,11.14475,18.72082,8.65617,89,2155,257,
Cyprus,2008,9251,786631.5,85.03205,72515,68458.5,268283,279517,44394,53464,48.96727,51.03273,82.9,78.2,20.3,17.8,1.48,6.24865,29,80,83,55,51,17,8,44.84147,65.65657,,19.5,46.83083,33.35463,16.04938,52.0354,76.92308,4.60405,10.73171,9.09091,14.28571,11.36364,39.25234,46.66667,3.5225,3.7,9,62.92998,78.201,27741.10095,19006,35265.75511,24161.29565,29478.98723,0.68512,0.6833,4.66638,50.09102,62.85594,-12.76492,75.79143,108.64926,116.52088,2.42378,8.45125,12.27241,27.50099,24.72025,20.09442,4.5369,4.19816,10.65153,11.69736,34.56916,11.31323,18.48529,9.09023,82,1963,257,
Cyprus,2009,9251,808035,87.34569,72391,68387,276427,289793,45947.5,55089.5,48.855,51.145,83.5,78.5,20.7,18,1.47,5.44169,29.5,86,96,63,56,22,11,46.63866,66.9697,,17.8,46.12664,35.55425,12.16931,54.02299,78.37338,5.30452,10.29412,,14.28571,,,34.61538,0.03222,5.4,13.8,63.90769,74.99267,27918.41105,18673.5,34550.77849,23109.62329,28417.17575,0.66886,0.7196,0.37595,48.72734,54.07449,-5.34715,69.29236,96.44779,117.57142,2.26194,8.49843,9.64768,27.15673,26.32541,21.49822,4.61159,4.64027,10.47716,11.2526,33.47537,11.63661,18.99217,9.52829,71,1723,257,
Cyprus,2010,9251,829445.5,89.66009,72456.5,68621.5,284045,299698.5,47680,56944,48.72912,51.27088,83.9,79.2,21,18.3,1.44,6.06403,27.9,92,95,63,62,23,11,47.2723,62.59947,19.49051,16.8,49.77583,36.03604,13.82979,52.95139,78.0037,6.09756,8.16327,,12.5,,,,0.47815,6.3,16.6,65.39906,74.8825,28515.77242,19299.5,34379.13367,23267.82808,28702.33255,0.6768,0.75509,2.38122,50.2127,57.47817,-7.26547,75.62384,92.42098,120.29618,2.38891,8.39324,8.31794,27.45332,27.26626,21.35546,4.82488,4.63545,10.13882,10.6788,33.3358,12.10888,19.2026,9.89965,60,1762,257,
Cyprus,2011,9251,850881,91.97719,72704,69073,291604.5,309024,49567,58908.5,48.64082,51.35918,83.1,79.3,20.3,18.2,1.35,5.57375,28,96,95,68,63,25,16,47.43174,60.19656,,16.1,53.0593,36.86113,14.74359,56.53451,74.94505,4.329,8.33333,27.27273,10.71429,16.66667,44.33962,,0.02712,7.9,22.4,65.23765,74.93026,28416.6924,19731.1,33396.82728,23189.05134,28110.33486,0.69435,0.7192,3.29,52.92761,55.86105,-2.93344,78.1378,82.53924,123.3857,2.46263,7.40217,6.9045,27.76126,28.98601,21.61352,4.86991,4.28663,9.86245,10.05719,33.24049,12.70952,19.59919,10.24453,71,1553,257,
Cyprus,2012,9251,863944.5,93.38931,72865.5,69149.5,295650.5,313837.5,51498.5,60943,48.61591,51.38409,83.4,78.9,20.4,17.9,1.39,6.51234,28.3,92,93,74,69,31,20,47.28647,60.77482,,15.6,55.35117,37.30408,15.89404,52.74074,78.08858,4.31655,6.85714,,10.71429,,,,-3.18724,11.9,27.7,64.9062,75.35925,27656.91261,19467,32012.53861,22532.81478,27337.36281,0.70387,0.77828,2.38891,53.50645,54.98947,-1.48302,70.14898,69.87894,122.45674,2.23334,7.22014,5.61811,28.07085,30.23295,21.87819,4.74643,4.44303,9.57352,8.92934,33.36728,13.324,20.07893,10.28644,51,1381,257,
Cyprus,2013,9251,861939,93.17252,72239.5,68456.5,293543,310975.5,53504.5,63220,48.64463,51.35537,85,80.1,21.6,18.6,1.3,4.70495,28.6,97,98,76,74,32,20,47.49942,60.82251,,14.9,57.3677,38.29787,18.88112,54,76,6.57895,7.18563,9.09091,10.71429,17.77778,43.56436,,-5.93762,15.9,38.9,65.56787,75.32116,26363.4172,18118.2,30586.13963,21020.25663,26005.35954,0.68725,0.75316,-0.40029,58.72051,56.89472,1.82579,66.38734,59.86982,116.8629,2.2648,7.11714,4.14913,29.11965,31.4068,21.59597,4.3465,4.15505,9.22502,7.58466,33.92524,13.86731,21.21647,10.02626,44,1129,257,
Cyprus,2014,9251,852504,92.15263,71536,67866,287400.5,304337.5,55745,65619,48.64276,51.35724,84.7,80.9,21.4,18.9,1.31,4.85953,28.8,98,98,81,79,33,25,48.36919,59.64912,15.09718,14.2,,38.22285,17.48252,56.04076,74.55013,6.87831,8.55263,,12.5,,,,-1.93271,16.1,36,68.01659,75.60878,25916.97443,17567.4,30401.14303,20606.92082,26031.17557,0.67783,0.75374,-1.37262,62.19247,60.13924,2.05323,61.15456,56.91278,115.97768,2.08248,7.07615,3.64386,29.73425,32.32941,20.68529,4.44855,4.07132,9.0066,7.00268,34.64352,14.14613,21.44139,9.69113,,,,
Cyprus,2015,9251,,,,,,,,,,,,,,,,,,95,98,79,77,39,30,48.64608,58.21501,,,,,22.55639,56.81818,76.22739,5.86667,8.24176,9.09091,12.5,,47.22222,,0.75354,15,32.8,,,26185.83756,17637.2,30891.91134,20806.92731,26319.74311,0.67354,0.90166,-2.07916,61.21777,60.88325,0.33452,66.53631,57.4189,117.85308,2.27438,6.9752,3.58102,30.16681,32.28334,20.33156,4.38769,3.96691,8.99129,6.78593,34.74604,14.73892,21.26185,9.50907,,,,
Cyprus,2016,9251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.85714,,,,,13.3,,,,,,,,,,0.90404,,,,,,,,,,,,,,,,,,,,,,,,,
Czechia,2000,78866,10255062.5,130.03148,863872.5,820750,3583926,3572154,543912.5,870447.5,48.67558,51.32442,78.5,71.6,17.2,13.7,1.15,13.15735,24.9,,,,,,,44.76689,76.64646,29.88954,22,50.10614,27.83027,24.85202,52.23455,79.42315,15.56201,25.39727,,15.94203,,62.79726,,-0.82372,8.8,17,63.61708,77.91456,166977.79018,2372630,16254.83477,230969.09224,11435.65851,14.20926,38.61832,3.93103,48.32966,50.18347,-1.85381,81.66337,77.36074,87.34257,3.41847,30.8127,6.36756,25.90388,17.09208,13.82131,2.584,4.62347,30.47451,8.57544,25.37114,10.2942,17.84316,2.81828,1486,32439,499.4,9444
Czechia,2001,78866,10216604.5,129.54384,841766,799304,3587877,3575134.5,544293,868230,48.68482,51.31518,78.5,72,17.3,13.9,1.15,11.47748,25.3,,,,,,,44.66876,75.21701,28.5838,20,51.23188,28.78217,26.49336,52.55678,79.20215,15.26407,25.23936,,15.94203,,62.20411,,-0.2665,8.1,16.3,62.98504,77.44691,180326.04048,2562679,17637.19576,250648.60884,12282.11191,14.21136,38.04385,4.705,49.13565,50.3925,-1.25685,79.80122,79.36999,90.15913,3.29453,31.41191,6.14092,25.6542,17.05301,13.97074,2.47469,4.60136,30.59432,8.29896,25.76289,10.24495,17.63168,2.86584,1333,33676,517.6,9523
Czechia,2002,78866,10196915.5,129.29419,822511,780990,3594054,3583324.5,547040.5,868995.5,48.67752,51.32248,78.7,72.1,17.3,13.9,1.17,11.58217,25.6,,,,,,,44.43418,74.95622,25.42149,22.1,50.67819,29.4565,26.0626,51.83741,77.51996,14.40214,29.19972,11.11111,15.57789,,62.04268,,0.62686,7.3,15.4,62.52853,77.68108,186790.72665,2674634,18311.434,262199.22614,13013.50905,14.31888,32.73541,1.78455,45.24241,46.52345,-1.28104,79.27256,82.01419,91.03442,2.80394,30.11966,6.25968,25.8593,17.28147,15.10432,2.57161,3.90176,30.32991,8.5653,25.92433,10.45056,17.75417,3.07396,1430,34389,517.7,9600
Czechia,2003,78866,10193998,129.2572,805037,763929.5,3609335.5,3595477,550048,870171,48.69945,51.30055,78.6,72,17.2,13.8,1.18,11.43128,25.9,72,72,44,43,14,7,44.6847,74.35897,25.3787,,51.2482,28.34092,27.68011,50.10404,79.15685,14.15023,29.84716,11.11111,17,,61.74863,,-0.79376,7.8,16.8,62.6565,76.96153,199896.85323,2801163,19594.561,274579.40627,14115.48927,14.01304,28.20192,0.10851,47.0617,48.2662,-1.2045,81.63352,83.3393,94.06668,2.58523,29.25996,6.44746,25.99541,17.64149,15.38114,2.6893,3.83687,29.57446,8.69274,26.26549,10.76092,17.62979,3.24014,1447,35438,518,9602
Czechia,2004,78866,10197101,129.29654,789132.5,747927.5,3624941.5,3606649.5,554825,873625,48.72855,51.27145,79.1,72.5,17.6,14.2,1.23,11.38726,26.3,77,79,50,49,17,8,44.4011,74,25.11717,,52.62008,28.49028,28.09064,51.53113,80.6356,12.62477,31.03545,11.11111,17,,62.46068,,-0.18954,8.3,19.9,62.23227,77.30332,213982.65512,3057660,20964.46873,299567.35235,14632.88597,14.28929,25.69532,2.82726,57.43016,56.61633,0.81382,90.64448,90.58109,96.38614,2.54643,31.00363,6.62142,24.89796,17.53175,14.83865,2.56017,3.91643,29.92344,8.79622,25.57337,10.85922,17.6904,3.24112,1382,34254,546,9612
Czechia,2005,78866,10211216,129.47552,775578,734379,3640723.5,3615516,563852.5,881167,48.77141,51.22859,79.2,72.9,17.7,14.4,1.29,10.98058,26.6,75,78,50,49,16,9,44.10344,75.4717,24.92687,,53.81928,28.8397,29.6397,50.04867,76.94243,12.40572,29.34931,12.5,17,,62.4571,,1.94144,7.9,19.2,62.55262,78.46792,227571.82824,3257972,22236.6452,318345.06048,15227.12072,14.31624,23.95767,1.84571,62.31478,59.9611,2.35367,100,100,100,2.44756,31.03114,6.68017,24.75996,17.64962,14.99154,2.44,3.66328,30.05562,8.85379,25.57205,11.08633,17.72971,3.03943,1286,32211,564,9614
Czechia,2006,78866,10238905,129.8266,763323.5,722465,3660311.5,3623824.5,576488.5,892492,48.83455,51.16545,79.9,73.5,18.3,14.8,1.34,11.00035,26.9,85,83,58,60,24,15,44.01408,74.54545,24.56922,23.4,54.66077,28.46809,28.85885,50.12599,75.1329,12.06053,29.35768,13.33333,15.5,,62.31405,,1.34765,7.1,17.5,62.5527,78.48512,249836.7253,3507131,24334.78547,341604.22338,16341.76274,14.03769,22.59331,2.53007,65.29163,62.54711,2.74452,91.41073,114.31743,103.63226,2.28178,31.80234,6.36881,24.98677,17.46314,14.58282,2.51434,3.50472,29.79006,8.76812,25.82552,11.35002,17.66092,3.10063,1063,28114,633,9597
Czechia,2007,78866,10298827.5,130.58641,756939.5,716738.5,3689816,3637996,591100.5,906237,48.91679,51.08321,80.2,73.8,18.5,15.1,1.45,11.20611,27.1,87,89,64,62,27,17,43.64252,73.52582,24.75536,23.6,55.45473,28.29,28.60195,51.37139,75.56719,12.03147,30.00261,12.5,15.5,,61.41106,,2.0878,5.3,10.7,61.68231,78.25864,274777.85828,3831819,26618.82303,371203.53319,17414.20777,13.94515,20.29554,2.92658,66.55278,64.10245,2.45032,67.98895,120.43858,110.05439,2.17043,31.73964,6.49717,24.84646,18.21565,14.11047,2.42018,3.34057,29.92378,8.52598,25.7839,11.68768,17.58738,3.1511,1221,29191,657,9588
Czechia,2008,78866,10384602.5,131.67401,757325,717506,3723708.5,3651577,609864,924622,49.02352,50.97648,80.5,74.1,18.8,15.3,1.51,11.58315,27.3,93,91,74,73,33,24,43.31747,74.0318,25.9302,26.2,56.4754,28.5104,28.05755,51.9356,74.20725,11.41299,29.53251,18.75,15.5,,61.23522,,2.17822,4.4,9.9,61.36801,78.47285,281542.66476,4015346,26994.34641,384991.88375,18009.50622,14.26195,17.06745,6.35148,63.36448,61.19585,2.16863,74.08168,128.80978,111.53195,2.13319,31.13194,6.56155,24.29472,19.45366,14.17721,2.24772,3.2217,29.50646,8.53599,26.12815,11.77307,17.67229,3.16252,1076,28501,691,9586
Czechia,2009,78866,10443935.5,132.42634,762629,722865,3732388.5,3648118.5,631404.5,946530,49.08516,50.91484,80.5,74.3,18.8,15.2,1.51,11.86907,27.4,92,92,74,74,35,26,43.2687,71.07287,25.16943,25.9,56.81919,28.86151,28.986,49.52298,73.25613,10.14476,27.55457,18.75,15.5,,61.76956,,-1.80589,6.7,16.6,61.86751,79.08609,282078.25032,3921827,26886.38604,373810.29768,18713.0646,13.90333,19.06445,1.04517,58.81272,54.9284,3.88431,89.45778,115.41126,107.6818,1.81598,30.03941,6.73173,23.50114,20.40166,15.2141,2.29598,3.28487,27.83429,9.06636,26.96346,12.00935,17.593,3.24886,901,27244,729,9578
Czechia,2010,78866,10474409.5,132.81274,773879.5,733968,3716621,3631696.5,651198,967046.5,49.08819,50.91181,80.9,74.5,19,15.5,1.51,11.51978,27.6,95,94,79,79,41,31,43.26792,71.51767,24.92713,21.6,57.19835,28.09434,27.71822,47.00488,75.27944,9.38641,26.75439,,22,,61.05643,,-1.03442,7.3,18.3,61.93524,79.17945,283538.44472,3953651,26959.37101,375920.60662,18797.91812,13.94397,19.09966,1.40619,66.17671,63.07785,3.09886,74.90515,122.37066,109.38167,1.68069,29.91273,6.86955,23.77796,20.34727,15.15255,2.25925,3.14559,27.25993,9.32287,27.08355,12.05836,17.78737,3.34234,802,24383,734,9568
Czechia,2011,78866,10496088,133.08762,785954.5,745548.5,3690888.5,3604494,675877.5,993325,49.09182,50.90818,81.1,74.8,19.2,15.6,1.43,11.19842,27.8,95,96,84,83,46,35,43.55185,73.79518,22.15188,22.6,57.24848,28.18178,25.73657,53.60039,77.5911,10.45623,24.98143,7.14286,22,,61.18185,,-0.27288,6.7,18.1,62.21678,78.65586,301071.5634,4033755,28682.5787,384289.01737,19852.10983,13.39799,17.69114,1.93837,71.30716,67.47782,3.82934,76.34188,127.95635,110.22357,2.37978,30.84584,6.17289,23.35763,19.9783,14.93338,2.33218,3.22934,28.23291,8.86855,27.00339,11.5788,17.6332,3.45379,773,25549,745,9572
Czechia,2012,78866,10510785,133.27397,795731.5,755037,3658043.5,3567446,707504.5,1027022.5,49.10461,50.89539,81.2,75.1,19.2,15.7,1.45,11.91173,27.9,91,93,84,86,48,39,43.75666,71.25664,22.08638,22.5,57.41471,27.49575,26.21708,55.55556,78.14424,10.44393,24.40708,14.28571,22,,61.01473,,0.41995,7,19.5,63.52163,79.51245,303320.21806,4059912,28862.10373,386316.4876,19918.21927,13.3849,19.57329,3.29862,76.17007,71.36738,4.80269,79.48651,124.30045,110.44945,2.61465,31.04866,5.85477,23.36953,19.75068,15.09051,2.2712,3.26619,28.3658,8.71813,26.80813,11.92409,17.36498,3.55308,742,25515,751,9570
Czechia,2013,78866,10514272,133.31819,804873,764002.5,3620749.5,3528066,737742,1058839,49.10815,50.89185,81.3,75.2,19.3,15.7,1.46,11.67031,28.1,95,93,85,87,46,41,44.03882,72.16432,21.69434,22.3,57.14555,28.25187,27.1655,55.47017,78.58344,10.51704,24.21692,14.28571,22,,61.00196,,0.32204,7,19,65.09799,80.55791,317514.75375,4098128,30208.65875,389899.8356,21015.9306,12.90689,19.56851,1.4071,76.87095,71.10722,5.76373,77.54475,119.68057,112.12753,2.68525,30.95066,5.74863,22.99228,20.13945,15.24472,2.239,3.28837,28.22239,8.48526,26.86496,12.07062,17.52514,3.54325,654,25288,776,9560
Czechia,2014,78866,10525347,133.45861,815341,773909,3589335.5,3493786.5,764977,1087998,49.11623,50.88377,82,75.8,19.8,16.1,1.53,11.86603,28.1,97,97,91,90,57,47,43.97214,71.0493,21.93062,22.5,,27.18698,27.86438,54.63807,78.08808,10.69629,25.69764,13.33333,19.5,,60.53501,,0.55187,6.1,15.9,65.59073,81.1933,332317.63755,4313789,31574.78233,409869.755,21393.55425,12.98092,20.75726,0.36445,82.54569,76.18126,6.36443,83.80043,125.28291,114.8726,2.73739,32.38769,5.50526,22.83005,19.37098,14.97815,2.19048,3.23999,28.45838,8.05387,26.73494,12.22634,17.71061,3.57587,,,,
Czechia,2015,78866,,,,,,,,,,,,,,,,,,97,96,91,91,58,51,44.20422,71.99497,21.87926,,,,29.49326,55.23834,78.42842,11.15216,25.76732,20,20,,,,1.38345,5.1,12.6,,,345646.68068,4554615,32784.65785,432006.15768,21805.85739,13.17708,24.59886,0.32736,82.95524,76.82509,6.13016,88.77611,130.62986,119.03387,2.52176,32.06342,5.70961,23.46251,19.24612,14.85627,2.14031,3.0672,28.88014,7.93818,26.69389,12.19561,17.68556,3.53943,,,,
Czechia,2016,78866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,4,,,,,,,,,,24.43989,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2000,43094,5339616,123.90625,506829,480929.5,1802182.5,1758502,330209,460964,49.42716,50.57284,79.2,74.5,18.3,15.2,1.77,7.88537,28.1,,,,,,,46.83664,75.37339,,15,56.47017,,24.19355,41.22159,70.79127,5.02176,25.96315,42.85714,37.43017,,,,0.73126,4.3,6.7,75.3141,83.13254,157829.94296,1326912,29567.24297,248578.49382,20974.34765,8.40723,8.08878,2.92528,44.88949,38.17887,6.71062,104.49775,102.11216,93.30674,2.49781,21.99286,5.46268,24.25159,20.62039,21.86278,3.3119,3.26679,15.49909,6.53358,27.80399,11.65154,30.52632,4.6824,498,9092,953,2768
Denmark,2001,43094,5358783,124.35102,512978.5,486807.5,1803722.5,1762010.5,332531.5,460732.5,49.4372,50.5628,79.3,74.7,18.3,15.2,1.74,7.59438,28.2,,,,,,,46.67419,72.77237,,15,57.48075,28.04538,20.95745,40.67193,75.83248,5.26316,22.84701,47.82609,37.43017,,,,0.98004,4.5,8.3,74.23338,82.58477,162088.16176,1371526,30257.26372,256025.014,21493.0599,8.46161,8.32608,2.35071,45.59534,38.4549,7.14044,109.02452,100.99941,94.62309,2.71666,21.45984,5.12108,24.05882,21.05048,22.1938,3.39932,3.12725,15.42056,6.47017,27.74982,11.96981,30.55356,4.74479,431,8463,971,2768
Denmark,2002,43094,5375930.5,124.74893,517630.5,491494,1805120.5,1765218,335533.5,460934,49.4479,50.5521,79.4,74.8,18.2,15.4,1.72,6.5203,28.4,91,87,82,79,53,37,46.81617,71.4362,,18,57.91639,26.2466,21.34547,41.51282,75.92393,5.09765,20.86253,29.41176,37.98883,,,,0.07189,4.6,7.1,75.26549,82.72578,169867.00043,1410271,31597.28431,262327.19494,22688.42794,8.30221,7.88855,2.42531,45.74419,38.89217,6.85202,103.78198,99.43023,95.30733,2.07318,21.21552,5.15476,24.3864,21.18333,22.5652,3.42162,3.125,15.05029,6.39368,27.65805,12.1408,30.81897,4.84914,463,8790,1010,2779
Denmark,2003,43094,5390573.5,125.08872,520657,494655,1806087.5,1767709.5,339534.5,461930,49.46188,50.53812,79.8,75,18.5,15.6,1.76,5.99836,28.6,97,90,87,86,59,48,46.43907,70.68415,,18,57.85843,28.11408,25.78497,42.09861,74.5982,5.76441,21.08844,29.41176,37.98883,,,,-0.89799,5.4,9.8,74.226,83.42896,168557.1925,1436751,31272.2064,266558.62709,22604.53846,8.52382,6.58206,2.09051,43.8774,37.08228,6.79512,103.9174,98.30335,95.91516,1.87268,20.39326,5.37309,24.64726,21.55758,22.7181,3.43803,3.04458,14.53425,6.34288,27.6187,12.50453,30.98949,4.92932,432,8411,1027,3318
Denmark,2004,43094,5404522.5,125.41241,521770,496092,1807394,1770726,344549.5,463991,49.47178,50.52822,80.2,75.4,19,15.9,1.78,5.63129,28.8,92,96,89,88,66,55,46.60352,70.0831,,17,57.42654,,23.78017,42.14145,76.44628,4.23729,22.16066,27.77778,37.98883,,,,-0.54368,5.5,7.8,75.63564,83.8998,179219.0529,1506001,33170.28556,278734.22173,24101.39014,8.40313,5.99013,1.16017,43.96564,38.31651,5.64913,106.57736,100.84148,97.45247,1.89225,20.40816,5.40051,24.62647,21.70226,22.55696,3.4134,2.91545,14.03061,6.37755,27.76968,12.64577,31.23178,5.02915,369,7544,1032,3177
Denmark,2005,43094,5419432,125.75839,521104,495908.5,1809896.5,1774758,350568.5,467196.5,49.48063,50.51937,80.5,76,19.1,16.1,1.8,5.57623,28.8,97,94,92,91,62,56,46.82227,69.35988,,18,57.36392,29.70087,24.18953,43.04358,72.91513,4.96978,20.56022,36.84211,36.87151,,,,1.42128,4.8,8.6,75.57087,83.12078,184629.64793,1585984,34070.79681,292670.9725,24629.46035,8.59008,5.99594,1.80747,47.45212,41.94765,5.50447,100,100,100,1.34827,20.77468,5.39791,24.48121,22.46934,22.12852,3.40007,2.80273,13.58246,6.68344,27.73985,13.04348,31.04563,5.10241,331,6588,1032,3177
Denmark,2006,43094,5437271.5,126.17236,520012,495004,1813665.5,1779704,357576.5,471309.5,49.49641,50.50359,80.7,76.1,19.2,16.2,1.85,5.94681,28.9,100,95,93,92,71,65,46.98366,69.93335,21.4008,17.6,57.57427,,24.4898,43.33181,72.48322,5.37391,19.08618,20,36.87151,,,,2.26374,3.9,7.7,76.38911,83.56557,202030.3676,1682260,37158.427,309409.60088,26608.54466,8.32677,5.94573,1.89201,50.73003,46.63667,4.09336,104.37201,103.85975,103.69371,1.37206,21.07522,5.79518,24.33675,22.24352,21.82628,3.35099,2.63528,13.24666,6.99227,28.03935,13.35207,30.60436,5.09487,306,6515,1071,3139
Denmark,2007,43094,5461437.5,126.73313,518456,493579,1819476,1786033.5,366732,477161,49.52293,50.47707,80.6,76.2,19.2,16.5,1.84,5.65525,28.9,99,97,93,91,66,59,46.9789,70.14475,,17.7,57.99737,30.21492,28.30453,43.67676,74.27451,7.02994,20.0313,31.57895,36.87151,,,,2.31904,3.8,7.5,75.92243,83.13383,211145.64678,1738845,38671.36388,318469.78022,27775.69774,8.23529,5.44377,1.71516,51.48256,48.5853,2.89727,111.07027,101.27576,105.07425,1.38446,20.39357,5.73798,24.96132,22.57606,21.6421,3.30451,2.50687,13.32418,7.07418,28.36538,13.94231,29.70467,5.04808,406,,1111,3181
Denmark,2008,43094,5493621,127.47995,516843.5,492158,1827105.5,1793245.5,378394,485874.5,49.55462,50.44538,81,76.5,19.5,16.6,1.89,6.02929,28.8,99,97,94,94,71,61,46.96364,68.90865,,17.1,58.23706,,23.90915,42.98632,71.81031,5.53645,20.88773,36.84211,37.98883,,,,1.20192,3.4,8,76.64316,83.92509,224839.15589,1801470,40931.94172,327957.40033,29672.59604,8.01226,5.09451,3.39749,54.17581,50.65241,3.5234,83.69686,100.11477,106.0216,0.9999,20.29591,6.04088,24.26957,23.06106,22.00596,3.32672,2.51103,13.30166,6.99016,28.70716,13.87852,29.52155,5.05599,406,,1128,3181
Denmark,2009,43094,5523094.5,128.16389,514728.5,489973.5,1830757.5,1798457.5,392167,497010.5,49.56738,50.43262,81.1,76.9,19.5,16.8,1.84,5.45515,29,99,97,94,93,72,68,47.162,68.90346,,16.8,58.06407,31.74897,24.82955,45.01005,69.25899,5.33333,17.79661,,37.98883,,,,-3.15575,6,11.8,76.55449,83.25516,219793.50571,1722143,39796.0358,311812.96397,30409.96574,7.83528,5.35846,1.32678,47.12605,42.62898,4.49707,80.83861,89.5336,103.61318,0.96677,18.00551,5.13145,23.54237,24.40159,24.38678,3.56553,2.52278,12.12334,6.44709,28.24107,14.05046,31.3595,5.25578,303,,,
